trial_id,observer_id,observer_cohort,evaluation_dimension,artwork_id,left_method,right_method,selected_position,winner_method,loser_method
T002955,N05,Student,Visual Harmony,IMG20260430104352,M4,DDColor,Left,M4,DDColor
T002956,N05,Student,Style Authenticity,IMG20260430103043,M1,M0,Right,M0,M1
T002957,N05,Student,Visual Harmony,IMG20260430102902,DDColor,M0,Right,M0,DDColor
T002958,N05,Student,Visual Harmony,IMG20260430103435,DDColor,M4,Right,M4,DDColor
T002959,N05,Student,Style Authenticity,IMG20260430104113,M0,DDColor,Left,M0,DDColor
T002960,N05,Student,Style Authenticity,IMG20260430110350,M0,M1,Left,M0,M1
T002961,N05,Student,Style Authenticity,IMG20260430103656,M0,Reinhard,Left,M0,Reinhard
T002962,N05,Student,Style Authenticity,IMG20260430103113,M1,Reinhard,Left,M1,Reinhard
T002963,N05,Student,Visual Harmony,IMG20260430102920,M4,M1,Right,M1,M4
T002964,N05,Student,Style Authenticity,IMG20260430104113,Reinhard,M4,Right,M4,Reinhard
T002965,N05,Student,Visual Harmony,IMG20260430103113,M4,M0,Left,M4,M0
T002966,N05,Student,Style Authenticity,IMG20260430103043,M4,M0,Left,M4,M0
T002967,N05,Student,Style Authenticity,IMG20260430104410,M1,DDColor,Right,DDColor,M1
T002968,N05,Student,Visual Harmony,IMG20260430103755,Reinhard,M0,Left,Reinhard,M0
T002969,N05,Student,Visual Harmony,IMG20260430104352,M1,M0,Right,M0,M1
T002970,N05,Student,Visual Harmony,IMG20260430103113,M0,Reinhard,Left,M0,Reinhard
T002971,N05,Student,Style Authenticity,IMG20260430104410,DDColor,M0,Left,DDColor,M0
T002972,N05,Student,Visual Harmony,IMG20260430102902,M1,M0,Right,M0,M1
T002973,N05,Student,Style Authenticity,IMG20260430104348,DDColor,M4,Right,M4,DDColor
T002974,N05,Student,Style Authenticity,IMG20260430103656,M1,Reinhard,Right,Reinhard,M1
T002975,N05,Student,Style Authenticity,IMG20260430104352,M1,DDColor,Left,M1,DDColor
T002976,N05,Student,Visual Harmony,IMG20260430102920,M1,DDColor,Left,M1,DDColor
T002977,N05,Student,Style Authenticity,IMG20260430104113,M4,M0,Left,M4,M0
T002978,N05,Student,Style Authenticity,IMG20260430110350,DDColor,M0,Right,M0,DDColor
T002979,N05,Student,Visual Harmony,IMG20260430102920,DDColor,M4,Right,M4,DDColor
T002980,N05,Student,Visual Harmony,IMG20260430103043,M0,M1,Right,M1,M0
T002981,N05,Student,Style Authenticity,IMG20260430104410,M4,M0,Right,M0,M4
T002982,N05,Student,Visual Harmony,IMG20260430110350,M4,Reinhard,Left,M4,Reinhard
T002983,N05,Student,Visual Harmony,IMG20260430104352,DDColor,M0,Right,M0,DDColor
T002984,N05,Student,Style Authenticity,IMG20260430103435,Reinhard,DDColor,Left,Reinhard,DDColor
T002985,N05,Student,Style Authenticity,IMG20260430102902,M4,M1,Right,M1,M4
T002986,N05,Student,Style Authenticity,IMG20260430102902,M4,Reinhard,Left,M4,Reinhard
T002987,N05,Student,Style Authenticity,IMG20260430104352,Reinhard,DDColor,Left,Reinhard,DDColor
T002988,N05,Student,Style Authenticity,IMG20260430104410,M0,Reinhard,Left,M0,Reinhard
T002989,N05,Student,Style Authenticity,IMG20260430103435,M0,M1,Left,M0,M1
T002990,N05,Student,Style Authenticity,IMG20260430103113,M1,M4,Right,M4,M1
T002991,N05,Student,Visual Harmony,IMG20260430103043,DDColor,Reinhard,Right,Reinhard,DDColor
T002992,N05,Student,Visual Harmony,IMG20260430103755,DDColor,M4,Right,M4,DDColor
T002993,N05,Student,Visual Harmony,IMG20260430104348,M0,DDColor,Left,M0,DDColor
T002994,N05,Student,Visual Harmony,IMG20260430110350,M1,M0,Left,M1,M0
T002995,N05,Student,Visual Harmony,IMG20260430103435,M4,Reinhard,Left,M4,Reinhard
T002996,N05,Student,Style Authenticity,IMG20260430104352,M1,M0,Right,M0,M1
T002997,N05,Student,Style Authenticity,IMG20260430103656,DDColor,Reinhard,Right,Reinhard,DDColor
T002998,N05,Student,Visual Harmony,IMG20260430104113,M4,M1,Left,M4,M1
T002999,N05,Student,Style Authenticity,IMG20260430103656,M1,M4,Right,M4,M1
T003000,N05,Student,Visual Harmony,IMG20260430104348,DDColor,Reinhard,Left,DDColor,Reinhard
T003001,N05,Student,Style Authenticity,IMG20260430103755,M0,DDColor,Left,M0,DDColor
T003002,N05,Student,Visual Harmony,IMG20260430102902,M4,M0,Right,M0,M4
T003003,N05,Student,Visual Harmony,IMG20260430110350,M0,DDColor,Right,DDColor,M0
T003004,N05,Student,Visual Harmony,IMG20260430103435,DDColor,Reinhard,Right,Reinhard,DDColor
T003005,N05,Student,Style Authenticity,IMG20260430104348,M1,DDColor,Right,DDColor,M1
T003006,N05,Student,Visual Harmony,IMG20260430103755,M0,DDColor,Right,DDColor,M0
T003007,N05,Student,Style Authenticity,IMG20260430104352,M4,M0,Left,M4,M0
T003008,N05,Student,Style Authenticity,IMG20260430103656,Reinhard,M4,Right,M4,Reinhard
T003009,N05,Student,Style Authenticity,IMG20260430104348,M1,M0,Right,M0,M1
T003010,N05,Student,Visual Harmony,IMG20260430103755,Reinhard,DDColor,Left,Reinhard,DDColor
T003011,N05,Student,Style Authenticity,IMG20260430104348,M1,Reinhard,Left,M1,Reinhard
T003012,N05,Student,Style Authenticity,IMG20260430102902,M1,Reinhard,Right,Reinhard,M1
T003013,N05,Student,Visual Harmony,IMG20260430103656,Reinhard,M1,Left,Reinhard,M1
T003014,N05,Student,Style Authenticity,IMG20260430102902,DDColor,Reinhard,Left,DDColor,Reinhard
T003015,N05,Student,Visual Harmony,IMG20260430104348,Reinhard,M1,Right,M1,Reinhard
T003016,N05,Student,Style Authenticity,IMG20260430104352,M4,DDColor,Left,M4,DDColor
T003017,N05,Student,Visual Harmony,IMG20260430103113,M0,DDColor,Right,DDColor,M0
T003018,N05,Student,Visual Harmony,IMG20260430102902,M1,M4,Left,M1,M4
T003019,N05,Student,Style Authenticity,IMG20260430104348,M0,DDColor,Left,M0,DDColor
T003020,N05,Student,Visual Harmony,IMG20260430103435,Reinhard,M1,Right,M1,Reinhard
T003021,N05,Student,Style Authenticity,IMG20260430103435,M4,M1,Right,M1,M4
T003022,N05,Student,Style Authenticity,IMG20260430104410,Reinhard,DDColor,Right,DDColor,Reinhard
T003023,N05,Student,Visual Harmony,IMG20260430104113,M0,DDColor,Left,M0,DDColor
T003024,N05,Student,Visual Harmony,IMG20260430103656,M1,M0,Right,M0,M1
T003025,N05,Student,Style Authenticity,IMG20260430110350,DDColor,Reinhard,Left,DDColor,Reinhard
T003026,N05,Student,Style Authenticity,IMG20260430103113,M4,M0,Left,M4,M0
T003027,N05,Student,Style Authenticity,IMG20260430104113,DDColor,M4,Right,M4,DDColor
T003028,N05,Student,Visual Harmony,IMG20260430102902,DDColor,Reinhard,Left,DDColor,Reinhard
T003029,N05,Student,Style Authenticity,IMG20260430102920,M4,DDColor,Right,DDColor,M4
T003030,N05,Student,Visual Harmony,IMG20260430104410,M1,Reinhard,Left,M1,Reinhard
T003031,N05,Student,Style Authenticity,IMG20260430103435,M1,Reinhard,Right,Reinhard,M1
T003032,N05,Student,Style Authenticity,IMG20260430104348,Reinhard,M0,Right,M0,Reinhard
T003033,N05,Student,Style Authenticity,IMG20260430103113,M0,Reinhard,Right,Reinhard,M0
T003034,N05,Student,Visual Harmony,IMG20260430103656,M4,M0,Left,M4,M0
T003035,N05,Student,Style Authenticity,IMG20260430103043,DDColor,M4,Left,DDColor,M4
T003036,N05,Student,Visual Harmony,IMG20260430110350,Reinhard,M1,Right,M1,Reinhard
T003037,N05,Student,Style Authenticity,IMG20260430103755,M4,M1,Left,M4,M1
T003038,N05,Student,Visual Harmony,IMG20260430103755,M1,Reinhard,Left,M1,Reinhard
T003039,N05,Student,Visual Harmony,IMG20260430110350,DDColor,M4,Right,M4,DDColor
T003040,N05,Student,Visual Harmony,IMG20260430104113,Reinhard,M1,Left,Reinhard,M1
T003041,N05,Student,Visual Harmony,IMG20260430103755,M4,Reinhard,Left,M4,Reinhard
T003042,N05,Student,Visual Harmony,IMG20260430110350,M0,M4,Right,M4,M0
T003043,N05,Student,Style Authenticity,IMG20260430103043,M1,DDColor,Right,DDColor,M1
T003044,N05,Student,Visual Harmony,IMG20260430104348,M4,M0,Left,M4,M0
T003045,N05,Student,Visual Harmony,IMG20260430102920,M4,M0,Left,M4,M0
T003046,N05,Student,Visual Harmony,IMG20260430104113,M4,DDColor,Left,M4,DDColor
T003047,N05,Student,Style Authenticity,IMG20260430103043,Reinhard,DDColor,Right,DDColor,Reinhard
T003048,N05,Student,Visual Harmony,IMG20260430103435,DDColor,M0,Left,DDColor,M0
T003049,N05,Student,Style Authenticity,IMG20260430104410,M1,M0,Right,M0,M1
T003050,N05,Student,Visual Harmony,IMG20260430104410,DDColor,M1,Right,M1,DDColor
T003051,N05,Student,Visual Harmony,IMG20260430110350,M1,M4,Right,M4,M1
T003052,N05,Student,Visual Harmony,IMG20260430104410,Reinhard,DDColor,Right,DDColor,Reinhard
T003053,N05,Student,Visual Harmony,IMG20260430104352,DDColor,Reinhard,Left,DDColor,Reinhard
T003054,N05,Student,Visual Harmony,IMG20260430102902,M4,Reinhard,Left,M4,Reinhard
T003055,N05,Student,Visual Harmony,IMG20260430102902,M1,Reinhard,Right,Reinhard,M1
T003056,N05,Student,Visual Harmony,IMG20260430102920,Reinhard,DDColor,Left,Reinhard,DDColor
T003057,N05,Student,Visual Harmony,IMG20260430104113,M1,M0,Left,M1,M0
T003058,N05,Student,Visual Harmony,IMG20260430102902,M0,Reinhard,Left,M0,Reinhard
T003059,N05,Student,Visual Harmony,IMG20260430104352,M4,M1,Left,M4,M1
T003060,N05,Student,Visual Harmony,IMG20260430104348,M4,M1,Left,M4,M1
T003061,N05,Student,Style Authenticity,IMG20260430103113,M0,DDColor,Left,M0,DDColor
T003062,N05,Student,Style Authenticity,IMG20260430102920,Reinhard,M0,Right,M0,Reinhard
T003063,N05,Student,Style Authenticity,IMG20260430104410,Reinhard,M1,Left,Reinhard,M1
T003064,N05,Student,Style Authenticity,IMG20260430103435,DDColor,M0,Right,M0,DDColor
T003065,N05,Student,Style Authenticity,IMG20260430102902,Reinhard,M0,Left,Reinhard,M0
T003066,N05,Student,Style Authenticity,IMG20260430102920,M0,DDColor,Left,M0,DDColor
T003067,N05,Student,Visual Harmony,IMG20260430104352,Reinhard,M1,Left,Reinhard,M1
T003068,N05,Student,Visual Harmony,IMG20260430104348,Reinhard,M4,Right,M4,Reinhard
T003069,N05,Student,Style Authenticity,IMG20260430103656,M4,DDColor,Left,M4,DDColor
T003070,N05,Student,Visual Harmony,IMG20260430103043,M1,Reinhard,Right,Reinhard,M1
T003071,N05,Student,Visual Harmony,IMG20260430103435,M4,M0,Left,M4,M0
T003072,N05,Student,Visual Harmony,IMG20260430103435,M1,M4,Left,M1,M4
T003073,N05,Student,Style Authenticity,IMG20260430103113,M4,Reinhard,Right,Reinhard,M4
T003074,N05,Student,Visual Harmony,IMG20260430104410,DDColor,M0,Left,DDColor,M0
T003075,N05,Student,Style Authenticity,IMG20260430110350,M1,M4,Right,M4,M1
T003076,N05,Student,Visual Harmony,IMG20260430102920,M0,Reinhard,Left,M0,Reinhard
T003077,N05,Student,Style Authenticity,IMG20260430103656,M0,M4,Left,M0,M4
T003078,N05,Student,Visual Harmony,IMG20260430103656,DDColor,Reinhard,Left,DDColor,Reinhard
T003079,N05,Student,Style Authenticity,IMG20260430102902,DDColor,M4,Right,M4,DDColor
T003080,N05,Student,Visual Harmony,IMG20260430104348,DDColor,M1,Right,M1,DDColor
T003081,N05,Student,Visual Harmony,IMG20260430104410,Reinhard,M4,Right,M4,Reinhard
T003082,N05,Student,Visual Harmony,IMG20260430103755,M0,M4,Right,M4,M0
T003083,N05,Student,Visual Harmony,IMG20260430103435,M0,M1,Right,M1,M0
T003084,N05,Student,Style Authenticity,IMG20260430103113,M0,M1,Left,M0,M1
T003085,N05,Student,Visual Harmony,IMG20260430104410,M1,M0,Left,M1,M0
T003086,N05,Student,Visual Harmony,IMG20260430104113,M0,Reinhard,Left,M0,Reinhard
T003087,N05,Student,Visual Harmony,IMG20260430103043,M1,DDColor,Left,M1,DDColor
T003088,N05,Student,Visual Harmony,IMG20260430103755,M1,DDColor,Right,DDColor,M1
T003089,N05,Student,Style Authenticity,IMG20260430103043,DDColor,M0,Left,DDColor,M0
T003090,N05,Student,Visual Harmony,IMG20260430104113,Reinhard,DDColor,Left,Reinhard,DDColor
T003091,N05,Student,Style Authenticity,IMG20260430104352,M1,Reinhard,Left,M1,Reinhard
T003092,N05,Student,Style Authenticity,IMG20260430103656,M0,DDColor,Left,M0,DDColor
T003093,N05,Student,Style Authenticity,IMG20260430102920,M0,M4,Right,M4,M0
T003094,N05,Student,Style Authenticity,IMG20260430102920,DDColor,M1,Left,DDColor,M1
T003095,N05,Student,Style Authenticity,IMG20260430103755,M4,M0,Right,M0,M4
T003096,N05,Student,Visual Harmony,IMG20260430103113,M0,M1,Left,M0,M1
T003097,N05,Student,Style Authenticity,IMG20260430103755,M0,M1,Right,M1,M0
T003098,N05,Student,Visual Harmony,IMG20260430103656,DDColor,M0,Left,DDColor,M0
T003099,N05,Student,Style Authenticity,IMG20260430103656,M0,M1,Right,M1,M0
T003100,N05,Student,Style Authenticity,IMG20260430104113,M4,M1,Left,M4,M1
T003101,N05,Student,Visual Harmony,IMG20260430103656,M4,Reinhard,Right,Reinhard,M4
T003102,N05,Student,Style Authenticity,IMG20260430103043,M4,Reinhard,Left,M4,Reinhard
T003103,N05,Student,Style Authenticity,IMG20260430104113,M0,Reinhard,Left,M0,Reinhard
T003104,N05,Student,Style Authenticity,IMG20260430103656,M1,DDColor,Left,M1,DDColor
T003105,N05,Student,Style Authenticity,IMG20260430103435,Reinhard,M4,Left,Reinhard,M4
T003106,N05,Student,Style Authenticity,IMG20260430103043,M0,Reinhard,Right,Reinhard,M0
T003107,N05,Student,Visual Harmony,IMG20260430103043,M4,DDColor,Right,DDColor,M4
T003108,N05,Student,Style Authenticity,IMG20260430103043,M1,Reinhard,Right,Reinhard,M1
T003109,N05,Student,Style Authenticity,IMG20260430102902,M0,DDColor,Left,M0,DDColor
T003110,N05,Student,Visual Harmony,IMG20260430104410,M1,M4,Right,M4,M1
T003111,N05,Student,Style Authenticity,IMG20260430104352,M1,M4,Right,M4,M1
T003112,N05,Student,Visual Harmony,IMG20260430104410,M4,DDColor,Right,DDColor,M4
T003113,N05,Student,Style Authenticity,IMG20260430103113,M4,DDColor,Left,M4,DDColor
T003114,N05,Student,Style Authenticity,IMG20260430103755,M4,Reinhard,Left,M4,Reinhard
T003115,N05,Student,Style Authenticity,IMG20260430103435,M4,M0,Right,M0,M4
T003116,N05,Student,Style Authenticity,IMG20260430102920,M1,Reinhard,Left,M1,Reinhard
T003117,N05,Student,Visual Harmony,IMG20260430104348,M0,M1,Left,M0,M1
T003118,N05,Student,Style Authenticity,IMG20260430104352,M0,DDColor,Left,M0,DDColor
T003119,N05,Student,Style Authenticity,IMG20260430102902,M0,M1,Left,M0,M1
T003120,N05,Student,Visual Harmony,IMG20260430104113,M1,DDColor,Right,DDColor,M1
T003121,N06,Student,Style Authenticity,IMG20260430104352,Reinhard,M1,Right,M1,Reinhard
T003122,N06,Student,Style Authenticity,IMG20260430104348,DDColor,M0,Right,M0,DDColor
T003123,N06,Student,Style Authenticity,IMG20260430104352,M1,DDColor,Right,DDColor,M1
T003124,N06,Student,Style Authenticity,IMG20260430104348,M4,DDColor,Left,M4,DDColor
T003125,N06,Student,Style Authenticity,IMG20260430110350,DDColor,M1,Right,M1,DDColor
T003126,N06,Student,Style Authenticity,IMG20260430104410,Reinhard,M0,Right,M0,Reinhard
T003127,N06,Student,Style Authenticity,IMG20260430102902,Reinhard,M4,Right,M4,Reinhard
T003128,N06,Student,Style Authenticity,IMG20260430104348,DDColor,Reinhard,Right,Reinhard,DDColor
T003129,N06,Student,Style Authenticity,IMG20260430103113,M0,M4,Right,M4,M0
T003130,N06,Student,Visual Harmony,IMG20260430104410,M4,Reinhard,Left,M4,Reinhard
T003131,N06,Student,Style Authenticity,IMG20260430103043,M4,M1,Left,M4,M1
T003132,N06,Student,Visual Harmony,IMG20260430103656,M4,M0,Right,M0,M4
T003133,N06,Student,Style Authenticity,IMG20260430103435,DDColor,M0,Right,M0,DDColor
T003134,N06,Student,Visual Harmony,IMG20260430103656,DDColor,M0,Right,M0,DDColor
T003135,N06,Student,Visual Harmony,IMG20260430103043,DDColor,M0,Right,M0,DDColor
T003136,N06,Student,Style Authenticity,IMG20260430110350,M1,M4,Right,M4,M1
T003137,N06,Student,Visual Harmony,IMG20260430103043,DDColor,Reinhard,Left,DDColor,Reinhard
T003138,N06,Student,Visual Harmony,IMG20260430104113,Reinhard,M1,Left,Reinhard,M1
T003139,N06,Student,Style Authenticity,IMG20260430104113,DDColor,M0,Right,M0,DDColor
T003140,N06,Student,Visual Harmony,IMG20260430103435,M4,Reinhard,Right,Reinhard,M4
T003141,N06,Student,Style Authenticity,IMG20260430104410,M1,Reinhard,Left,M1,Reinhard
T003142,N06,Student,Style Authenticity,IMG20260430104352,M1,M4,Right,M4,M1
T003143,N06,Student,Style Authenticity,IMG20260430110350,DDColor,M4,Left,DDColor,M4
T003144,N06,Student,Visual Harmony,IMG20260430110350,DDColor,M1,Right,M1,DDColor
T003145,N06,Student,Visual Harmony,IMG20260430103755,DDColor,M0,Left,DDColor,M0
T003146,N06,Student,Style Authenticity,IMG20260430110350,M4,M0,Left,M4,M0
T003147,N06,Student,Visual Harmony,IMG20260430110350,M0,DDColor,Left,M0,DDColor
T003148,N06,Student,Style Authenticity,IMG20260430104348,M0,M4,Left,M0,M4
T003149,N06,Student,Visual Harmony,IMG20260430103435,M0,DDColor,Left,M0,DDColor
T003150,N06,Student,Visual Harmony,IMG20260430110350,DDColor,Reinhard,Left,DDColor,Reinhard
T003151,N06,Student,Style Authenticity,IMG20260430103043,DDColor,Reinhard,Left,DDColor,Reinhard
T003152,N06,Student,Style Authenticity,IMG20260430110350,M1,Reinhard,Right,Reinhard,M1
T003153,N06,Student,Style Authenticity,IMG20260430102902,M0,M4,Left,M0,M4
T003154,N06,Student,Style Authenticity,IMG20260430103656,M1,M4,Right,M4,M1
T003155,N06,Student,Style Authenticity,IMG20260430103113,M4,M1,Right,M1,M4
T003156,N06,Student,Visual Harmony,IMG20260430103043,M1,DDColor,Right,DDColor,M1
T003157,N06,Student,Visual Harmony,IMG20260430110350,M0,Reinhard,Left,M0,Reinhard
T003158,N06,Student,Style Authenticity,IMG20260430104352,Reinhard,M0,Left,Reinhard,M0
T003159,N06,Student,Visual Harmony,IMG20260430102902,M1,Reinhard,Left,M1,Reinhard
T003160,N06,Student,Visual Harmony,IMG20260430103435,M0,Reinhard,Left,M0,Reinhard
T003161,N06,Student,Style Authenticity,IMG20260430103755,M0,M1,Left,M0,M1
T003162,N06,Student,Style Authenticity,IMG20260430103435,Reinhard,M0,Left,Reinhard,M0
T003163,N06,Student,Style Authenticity,IMG20260430102902,M1,DDColor,Right,DDColor,M1
T003164,N06,Student,Visual Harmony,IMG20260430102920,M1,Reinhard,Right,Reinhard,M1
T003165,N06,Student,Visual Harmony,IMG20260430104352,M4,M1,Right,M1,M4
T003166,N06,Student,Visual Harmony,IMG20260430104113,M4,DDColor,Left,M4,DDColor
T003167,N06,Student,Visual Harmony,IMG20260430103755,M4,M0,Right,M0,M4
T003168,N06,Student,Visual Harmony,IMG20260430102920,DDColor,M4,Left,DDColor,M4
T003169,N06,Student,Visual Harmony,IMG20260430103755,DDColor,M4,Right,M4,DDColor
T003170,N06,Student,Visual Harmony,IMG20260430103113,Reinhard,DDColor,Left,Reinhard,DDColor
T003171,N06,Student,Visual Harmony,IMG20260430110350,DDColor,M4,Left,DDColor,M4
T003172,N06,Student,Style Authenticity,IMG20260430104352,M4,DDColor,Left,M4,DDColor
T003173,N06,Student,Visual Harmony,IMG20260430103755,Reinhard,DDColor,Right,DDColor,Reinhard
T003174,N06,Student,Visual Harmony,IMG20260430103656,M1,M0,Left,M1,M0
T003175,N06,Student,Style Authenticity,IMG20260430103755,Reinhard,DDColor,Right,DDColor,Reinhard
T003176,N06,Student,Visual Harmony,IMG20260430103113,Reinhard,M4,Right,M4,Reinhard
T003177,N06,Student,Visual Harmony,IMG20260430104352,Reinhard,DDColor,Right,DDColor,Reinhard
T003178,N06,Student,Style Authenticity,IMG20260430102920,M4,Reinhard,Left,M4,Reinhard
T003179,N06,Student,Visual Harmony,IMG20260430103755,DDColor,M1,Left,DDColor,M1
T003180,N06,Student,Style Authenticity,IMG20260430102902,M4,DDColor,Left,M4,DDColor
T003181,N06,Student,Style Authenticity,IMG20260430102920,M0,M4,Left,M0,M4
T003182,N06,Student,Style Authenticity,IMG20260430104348,M1,DDColor,Left,M1,DDColor
T003183,N06,Student,Style Authenticity,IMG20260430104410,M1,M0,Left,M1,M0
T003184,N06,Student,Visual Harmony,IMG20260430104348,Reinhard,M4,Right,M4,Reinhard
T003185,N06,Student,Style Authenticity,IMG20260430103435,M0,M1,Right,M1,M0
T003186,N06,Student,Style Authenticity,IMG20260430104113,M0,Reinhard,Left,M0,Reinhard
T003187,N06,Student,Style Authenticity,IMG20260430103043,Reinhard,M0,Right,M0,Reinhard
T003188,N06,Student,Style Authenticity,IMG20260430104113,M4,Reinhard,Left,M4,Reinhard
T003189,N06,Student,Style Authenticity,IMG20260430104113,DDColor,M1,Left,DDColor,M1
T003190,N06,Student,Visual Harmony,IMG20260430103435,M0,M4,Right,M4,M0
T003191,N06,Student,Visual Harmony,IMG20260430104348,DDColor,M0,Right,M0,DDColor
T003192,N06,Student,Style Authenticity,IMG20260430103043,DDColor,M0,Left,DDColor,M0
T003193,N06,Student,Visual Harmony,IMG20260430104113,M4,Reinhard,Right,Reinhard,M4
T003194,N06,Student,Visual Harmony,IMG20260430103656,M4,Reinhard,Left,M4,Reinhard
T003195,N06,Student,Visual Harmony,IMG20260430102920,DDColor,M1,Right,M1,DDColor
T003196,N06,Student,Style Authenticity,IMG20260430102920,M0,M1,Left,M0,M1
T003197,N06,Student,Visual Harmony,IMG20260430103435,M1,DDColor,Left,M1,DDColor
T003198,N06,Student,Style Authenticity,IMG20260430103656,M0,Reinhard,Right,Reinhard,M0
T003199,N06,Student,Visual Harmony,IMG20260430103656,M0,Reinhard,Right,Reinhard,M0
T003200,N06,Student,Style Authenticity,IMG20260430102902,M1,M4,Right,M4,M1
T003201,N06,Student,Visual Harmony,IMG20260430103435,M4,M1,Right,M1,M4
T003202,N06,Student,Visual Harmony,IMG20260430102902,M4,M0,Right,M0,M4
T003203,N06,Student,Visual Harmony,IMG20260430102902,DDColor,M0,Right,M0,DDColor
T003204,N06,Student,Visual Harmony,IMG20260430103656,M1,M4,Right,M4,M1
T003205,N06,Student,Style Authenticity,IMG20260430102902,M0,M1,Right,M1,M0
T003206,N06,Student,Visual Harmony,IMG20260430104410,Reinhard,DDColor,Left,Reinhard,DDColor
